AAPL,AMZN,GOOGL,FB,GM,AMD,MSFT,MCD,MMM,SHLD,WMT,INTC
105.11901618054,105.11901618054,499.0,643.88,89.53,27.001129885855,1.88,41.510769551603,91.37236963429,151.23168012371,26.81,62.691306890105
106.1772290276,106.1772290276,504.72,628.96,88.26,26.097477613905,1.82,40.300156996897,89.550209338835,150.06915279526,27.2,60.339674558735
108.07239203553,108.07239203553,510.55,637.05,88.15,26.305317636453,1.79,41.141911038841,90.645393765119,149.90977404861,27.14,61.255772294248
103.62789807786,103.62789807786,496.54,644.91,89.89,26.395682863648,1.77,41.00950029067,90.673717500281,150.56603947597,26.69,60.859111419078
108.47643694077,108.47643694077,512.89,629.56,87.23,25.880601068637,1.71,39.552982060789,88.247317521359,148.7003706182,26.15,60.273564412873
108.98630313072,108.98630313072,518.01,647.82,89.43,26.603522886197,1.81,41.160826860008,89.710710504756,147.7909742403,26.68,61.132996309076
108.63035880943,108.63035880943,518.37,659.69,91.01,26.205915886539,1.85,41.548601193937,90.871983646419,148.04410519085,27.3,61.331326746662
105.52306108578,105.52306108578,500.77,667.96,89.73,25.82638193232,1.78,41.520227462187,91.08723139347,149.08475465422,26.93,62.407977693554
99.799091594851,99.799091594851,466.37,659.74,87.19,25.392628841784,1.72,40.394736102733,89.047057095332,147.82847512186,24.0,61.227439374593
99.202644353779,99.202644353779,463.37,612.47,83.0,24.651633978786,1.66,38.276164131997,85.359769602367,146.61907169145,23.25,59.593574341151
101.74235518673,101.74235518673,494.47,618.11,82.09,25.121533160199,1.75,39.420571312618,86.913296820216,147.16283447411,21.98,60.396340398045
108.37061565606,108.37061565606,515.78,644.03,86.06,26.748107249709,1.78,40.735220883744,90.900059439513,148.43786444726,22.64,62.842415794932
110.64096321885,110.64096321885,532.92,679.48,90.56,27.868636066926,1.7,43.184819724907,93.361370634055,148.10973173358,22.97,64.627389733201
112.07436062078,112.07436062078,535.02,694.04,95.31,28.582521361766,1.8,44.083321230353,94.615422725571,149.05662899305,23.34,64.759610024925
112.70928832902,112.70928832902,535.22,688.73,95.17,28.654813543522,1.8,44.707543328874,94.297230403843,149.68476875924,24.08,65.619041921128
111.55487431404,111.55487431404,531.52,694.11,93.93,28.564448316327,1.8,44.463239813415,94.203644426864,154.38175417502,25.37,67.914008413188
110.77564485393,110.77564485393,529.66,689.37,94.42,28.456010043693,1.84,44.162558563621,92.902799346859,153.75361440883,25.18,68.357890821118
110.86222590506,110.86222590506,525.91,686.51,93.43,28.067439566755,1.79,43.908858759106,92.996385323838,154.23175064876,25.0,68.102894544222
109.17870546655,109.17870546655,527.46,691.47,94.19,27.895745635085,1.9,43.918255048162,91.976298174769,151.60668893935,25.37,68.546776952152
115.17203822764,115.17203822764,524.0,690.3,93.62,27.859599544207,1.9,43.608177509311,92.472303852757,155.52553106269,25.18,67.932897026292
111.13158917522,111.13158917522,522.62,663.14,94.15,28.862653566071,1.93,44.472636102471,93.015102519234,156.04116818419,24.47,67.507903231466
110.75640462035,110.75640462035,529.46,664.39,94.3,28.681923111681,2.09,43.918255048162,92.575248427433,155.6192832666,24.39,67.290684180777
110.51698307988,110.51698307988,537.01,670.15,95.12,28.790361384315,2.11,43.805499579489,92.977668128442,155.47865496074,23.34,68.745107389737
109.78914159686,109.78914159686,531.9,673.29,96.44,28.555411793608,2.16,44.707543328874,93.398805024847,156.6318070688,21.34,69.425097461459
113.42834901197,113.42834901197,535.03,661.28,94.06,28.483119611852,2.13,44.669958172649,92.781137576787,156.36930089786,20.81,67.783287724194
116.16733143492,116.16733143492,536.15,664.72,94.14,28.627703975364,2.2,43.984029071555,93.043178312327,155.88178943754,19.39,67.717615334704
117.19205562812,117.19205562812,536.76,657.5,94.01,28.474083089132,1.93,43.880669891938,93.454956611034,155.8255381152,21.55,67.529979936159
117.78582104848,117.78582104848,529.0,664.56,95.21,28.835543997912,1.93,44.049803094947,92.80921336988,155.14114702667,21.29,67.698851794849
118.15931865161,118.15931865161,526.03,661.43,96.99,28.87169008879,1.96,43.495422040638,91.910787990884,152.62858796194,21.86,67.76452418434
117.57513009287,117.57513009287,531.41,659.66,95.29,28.302389157462,1.77,42.60277458031,91.08723139347,152.366081791,21.81,67.642561175286
119.23192715291,119.23192715291,529.42,658.27,94.17,28.058403044036,1.62,42.612170869366,89.879972290444,154.64426034596,21.44,66.967073740526
119.86400001974,119.86400001974,482.18,654.77,96.95,28.067439566755,1.67,43.166551923675,89.936123876631,155.67553458895,22.19,67.15470913907
119.92146118945,119.92146118945,488.27,674.73,95.44,28.465046566413,1.76,43.326288837629,90.862625048721,153.2848533893,22.08,68.027213742302
125.2174656646,125.2174656646,488.0,695.1,97.04,27.380663840073,1.79,42.790700361431,91.321196335917,152.43170833373,21.96,68.637028787572
126.48161139827,126.48161139827,488.1,695.35,98.39,27.461992544549,1.8,44.425654657191,91.077872795772,152.53483575803,22.02,68.242994450628
124.13528030169,124.13528030169,483.01,692.84,97.91,27.561394294463,1.8,44.087388251172,91.236968956636,155.9286655395,22.0,68.580738168008
123.07224866201,123.07224866201,475.48,699.62,94.97,27.696942135256,1.79,43.805499579489,91.246327554334,155.75053635207,22.15,68.852809495898
121.45375904845,121.45375904845,461.19,601.78,90.85,27.660796044378,1.87,43.843084735714,91.583237071458,156.08804428614,22.36,69.265607372696
120.29495879258,120.29495879258,465.57,583.96,89.76,28.401790907376,1.96,42.997418720665,92.715627392901,155.3099009937,22.94,69.096735514006
120.34284310068,120.34284310068,455.57,584.18,89.68,28.709032679839,2.05,42.86587067388,92.444228059663,156.06929384536,23.84,69.228080292987
118.06355003542,118.06355003542,443.51,571.73,90.1,28.627703975364,1.96,42.790700361431,92.116677140237,153.96924447782,23.68,69.312516222332
114.98937745582,114.98937745582,434.39,556.11,87.95,28.374681339218,1.96,41.916845479215,91.386706519802,155.8255381152,23.75,68.599501707863
117.3835928605,117.3835928605,429.7,544.65,85.88,28.022256953158,1.98,41.83227887771,90.301109186848,152.5723366396,23.23,68.280521530337
120.37157368553,120.37157368553,436.72,541.7,85.65,28.184914362109,2.01,41.56918278414,89.692800336486,154.1942497672,24.13,68.5432110883
120.66845639571,120.66845639571,436.04,550.03,87.22,29.694013656264,2.09,41.625560518476,90.478922543108,151.62543938013,25.34,69.228080292987
121.08983830694,121.08983830694,437.71,545.62,87.55,29.504246679155,2.47,41.710127119981,89.514986980226,152.12232606084,24.84,68.045977282157
121.24306809284,121.24306809284,437.39,547.34,87.285,30.028364996886,2.53,41.719523409037,90.001634060516,155.97554164145,25.53,67.417398697033
120.11778685264,120.11778685264,434.09,543.3,86.91,29.856671065215,2.42,41.76180670979,89.617931554903,154.0911223429,26.53,67.436162236887
119.26065773776,119.26065773776,429.86,540.04,85.765,30.118730224081,2.4,41.484616182635,88.972188313749,157.10056808834,26.7,66.544894093801
121.38672101712,121.38672101712,438.1,541.25,85.8,30.028364996886,2.34,41.691334541869,89.318456428571,156.71618405232,27.02,67.004600820235
122.10498563852,122.10498563852,440.1,553.06,88.01,31.067565109628,2.47,42.527604267861,91.049797002679,157.7568335157,28.12,67.66132471514
122.68917419726,122.68917419726,440.84,557.95,87.98,31.356733836652,2.58,42.894059541048,89.646007347997,159.84750766284,28.28,67.417398697033
121.65487314244,121.65487314244,445.99,558.57,88.86,31.772413881749,2.62,42.879965107464,90.441488152316,158.11309189055,28.8,67.905250733248
122.21033111633,122.21033111633,436.29,563.39,87.88,32.802577471771,2.61,43.138363056507,90.946852428002,159.01311304806,28.81,68.083504361866
121.24306809284,121.24306809284,434.92,559.68,84.74,32.703175721857,2.62,43.439044306302,90.656735899368,158.33809717993,28.37,68.289903300264
122.46890638003,122.46890638003,439.39,557.52,82.51,32.630883540101,2.58,43.316892548572,89.917406681235,158.55372724892,29.23,68.242994450628
121.91344840615,121.91344840615,427.81,556.18,82.905,32.712212244576,2.52,43.89946247005,90.001634060516,158.2630954168,28.15,68.468156928882
122.20075425471,122.20075425471,427.26,546.6,81.79,32.359787858516,2.47,43.194740790843,89.112567279217,157.61620520984,27.1,68.233612680701
121.54952766463,121.54952766463,423.67,544.87,81.06,32.179057404126,2.35,43.063192744058,88.560410015042,156.65055750959,27.21,67.877105423467
121.7889492051,121.7889492051,429.92,543.0,80.71,32.043509563333,2.32,42.729624482567,88.251576291012,156.9411893417,27.09,67.483071086523
123.14886355496,123.14886355496,432.97,547.47,81.53,32.269422631321,2.31,43.194740790843,88.962829716051,156.49117876294,28.07,67.952159582884
123.4265925419,123.4265925419,430.77,550.04,81.83,32.124838267809,2.32,43.63636637648,89.458835394039,155.57240716465,28.55,68.430629849173
122.02837074557,122.02837074557,425.48,552.6,82.16,32.160984358687,2.32,43.796103290433,89.1874360608,155.54428150347,29.52,68.421248079246
122.39229148708,122.39229148708,423.5,542.16,80.67,31.862779108944,2.29,42.894059541048,88.653995992021,154.20362498759,36.61,67.989686662593
123.20632472467,123.20632472467,426.95,543.48,80.67,31.618792995517,2.31,42.969229853497,89.206153256196,154.49711546746,39.01,68.121031441574
123.8862818996,123.8862818996,430.78,549.53,82.14,31.413069589889,2.33,43.354477704797,89.41204240555,153.58403397453,40.74,68.5432110883
124.61412338262,124.61412338262,436.59,551.69,82.05,31.788738417558,2.33,43.561196064031,90.132654428286,154.73004441974,43.52,69.565824010367
124.46089359672,124.46089359672,430.99,555.29,82.44,32.146518253434,2.28,44.021614227779,90.329184979942,155.17726800812,43.65,70.260074984982
125.0115631398,125.0115631398,430.92,553.95,80.445,32.396964138547,2.3,44.087388251172,90.113937232891,153.55608250026,42.53,69.922331267601
124.76735316852,124.76735316852,429.23,549.21,80.29,32.361186154959,2.25,44.378673211911,90.048427049005,154.60892136456,42.09,70.109966666146
126.20388241133,126.20388241133,426.57,545.32,79.19,32.173351741125,2.28,44.031010516835,89.777027715767,153.1927133347,42.95,69.678405249494
126.45766924422,126.45766924422,431.42,554.18,80.145,32.549020568794,2.27,44.585391571145,90.29175058915,151.21747581938,44.31,70.213166135345
124.13528030169,124.13528030169,425.47,554.25,80.55,32.030239806774,2.28,44.735732196042,91.525573955878,154.78594736829,43.73,70.541528082798
126.93172389435,126.93172389435,427.63,547.19,79.335,31.770849425764,2.22,43.777310712321,91.340036607498,152.74548974633,43.44,70.269456754909
125.8303848082,125.8303848082,431.63,554.52,80.54,31.931850351908,2.28,44.06859567306,91.831710580705,152.4566578455,40.77,71.170106667922
124.55666221291,124.55666221291,423.86,556.81,80.48,31.824516401146,2.28,44.557202703976,92.100739735856,153.02500448906,41.47,71.404650916103
124.56623907453,124.56623907453,421.71,552.51,80.55,31.32362463092,2.32,44.707543328874,92.870719731633,152.82002701106,41.01,71.207633747631
124.68116141395,124.68116141395,425.24,549.28,80.63,31.413069589889,2.28,44.707543328874,93.399501174516,154.5623355741,41.24,71.704867553774
123.3212470641,123.3212470641,426.0,546.67,80.88,31.35045811861,2.35,44.819568912492,90.931854441062,151.44108761357,42.44,74.979105258375
123.49363057323,123.49363057323,432.28,546.49,80.42,31.225235176054,2.32,45.085629673584,90.9504081759,150.8820581281,41.93,74.341144903324
120.67803325733,120.67803325733,426.87,549.2,81.37,30.992678282735,2.33,45.482386948898,90.644271551072,150.93796107664,42.11,73.853292867108
120.53916876386,120.53916876386,431.02,539.49,78.44,31.126845721188,2.37,44.460153498384,90.310304323988,148.75774608331,42.205,73.327913751184
120.97491596751,120.97491596751,432.85,538.73,77.46,31.073178745807,2.35,44.203428202593,90.866916369129,148.92545492896,42.245,74.078455345362
122.21990797794,122.21990797794,433.69,545.78,78.01,31.502514548858,2.32,44.222099133196,90.458734202692,149.65219326007,42.2,73.27162313162
119.95976863593,119.95976863593,426.88,548.95,78.51,31.591959507826,2.31,44.576846814653,91.126668656861,149.76399915716,42.13,73.675039238491
119.22539892811,119.22539892811,419.1,542.04,78.425,31.198401688363,2.32,43.596622957995,89.781522881105,150.58390906918,41.8,73.20595074213
119.97884317379,119.97884317379,421.19,535.08,78.1,31.100012233497,2.29,43.204533415333,89.419725051764,152.4566578455,41.33,72.849443484895
122.74465116429,122.74465116429,423.04,543.045,77.56,31.314680135023,2.28,44.43681483513,89.17852649887,148.88818629659,41.35,72.840120546134
122.98308288761,122.98308288761,422.87,552.84,78.81,31.663515475002,2.31,45.034284614426,89.17852649887,147.81671311611,41.66,73.819029116125
119.35892069317,119.35892069317,421.78,551.16,78.99,31.681404466795,2.31,45.421706424438,90.727763357843,149.4099471497,40.52,73.278298667939
122.68742755069,122.68742755069,429.37,548.77,78.77,31.359402614507,2.26,45.407703226486,89.568154930468,152.85729564342,39.94,72.765537036039
124.51858318578,124.51858318578,429.31,561.39,80.465,31.761904929867,2.28,45.799792769149,90.004167699161,153.09954175379,39.09,72.607047077088
126.51187239272,126.51187239272,438.56,564.37,80.68,31.949739343702,2.31,45.888479689513,89.8279072182,154.51574978365,39.42,73.744445606031
124.25153965566,124.25153965566,445.1,566.12,81.91,32.003406319084,2.34,44.838239843095,89.466109388859,155.32634253758,39.47,73.9961649526
123.66976625076,123.66976625076,389.99,573.66,81.53,31.833460897043,2.3,44.688872398271,91.59978889523,154.90707042347,41.13,74.434343074406
122.66835301283,122.66835301283,389.8,557.46,82.41,32.12862926164,2.33,40.459906616692,89.985613964323,155.55927148985,41.65,73.819029116125
121.03748002533,121.03748002533,391.18,549.18,84.63,33.237746752855,2.28,40.128497598489,90.76487082752,155.47541706703,42.16,73.119808708988
121.69555158169,121.69555158169,389.51,542.925,83.62,33.237746752855,2.35,39.801756312937,88.009641204076,155.84810339068,41.77,72.746891158515
118.97742993586,118.97742993586,375.56,544.53,83.09,33.19302427337,2.49,40.053813876077,89.224910835965,154.18033209236,42.7,72.849443484895
120.33172212431,120.33172212431,386.04,532.74,80.775,32.772632966216,2.575,38.849538852184,88.018918071495,154.01262324672,42.6,72.607047077088
120.9134955292,120.9134955292,383.45,543.52,82.31,33.16619078568,2.87,39.358321711115,88.71468312792,149.63355894388,43.63,73.874966748696
120.45570662043,120.45570662043,385.11,541.04,82.705,33.040967843123,2.7,39.44700863148,89.466109388859,148.18939943975,43.95,74.341113686787
120.98025641173,120.98025641173,382.36,539.78,83.515,32.629521031866,2.67,38.882212980739,90.523672274625,146.1396246597,43.5,74.723354176022
121.21868813505,121.21868813505,382.65,548.64,83.01,32.557965064691,2.78,38.984903099055,90.393796130759,146.39118792816,43.24,74.853875318688
120.70367561268,120.70367561268,383.54,548.54,82.04,32.710021494938,2.76,38.947561237849,90.727763357843,148.28257102067,42.93,75.189501114113
119.78809779514,119.78809779514,381.2,548.02,82.17,32.459575609825,2.72,38.723510070614,89.568154930468,147.43470963437,43.42,75.366636950588
120.17912582138,120.17912582138,374.41,548.84,82.275,32.298574683681,2.71,38.667497278805,89.846460953038,149.84785357998,42.98,75.543772787063
121.45711985837,121.45711985837,377.04,544.86,82.32,31.958683839599,2.7,38.770187397121,89.382617582088,149.94102516089,41.89,75.049657032686
119.52105426502,119.52105426502,372.25,543.95,82.44,32.79052195801,2.7,38.784190595073,89.317679510155,151.1895243451,41.59,75.506481032015
118.50056648922,118.50056648922,370.255,541.31,81.555,32.64741002366,2.69,37.612589699735,88.9002204763,151.18020718701,41.28,75.264084624208
118.67223733001,118.67223733001,372.1,549.49,81.665,32.862077925185,2.69,38.0140147077,89.326956377574,151.18020718701,41.33,75.245438746684
120.52246750296,120.52246750296,374.59,554.7,82.215,33.541859613349,2.68,37.95333418324,90.393796130759,149.63355894388,41.38,76.681171316005
117.54683959595,117.54683959595,370.56,561.135,83.195,33.702860539493,2.7,38.238065874936,90.801978297196,147.36017236964,42.47,76.942213601336
118.49102922029,118.49102922029,367.35,557.55,83.3,33.371914191308,2.72,38.247401340237,89.948506494647,149.15838388123,42.4,75.842106827441
117.67082409207,117.67082409207,370.96,563.64,83.01,33.407692174896,2.65,38.471452507473,90.579333479139,147.49992974101,41.77,76.34554552058
120.82766010881,120.82766010881,374.09,567.0,82.92,33.434525662586,2.63,38.704839140011,91.04317685009,147.26700078873,41.5,75.814138011156
121.32359809331,121.32359809331,375.11,577.54,85.31,33.85491696974,2.79,40.049146143426,92.174954675208,148.96272356132,41.66,77.427006416951
120.07421586312,120.07421586312,378.49,565.37,84.43,34.516809666111,2.84,40.00713654957,91.488466486202,149.22360398787,41.92,77.669402824759
121.59541025789,121.59541025789,373.24,564.95,83.8,34.767255551224,2.8,40.030475212823,90.031998301418,148.47823134058,41.63,77.604142253426
122.52529397883,122.52529397883,375.135,563.67,82.75,34.570476641492,2.74,39.475015027384,89.039373487585,147.98442196175,41.37,76.000596786392
121.16146452145,121.16146452145,371.92,566.16,80.91,34.436309203038,2.75,39.675727531366,89.985613964323,148.4153500778,40.1,76.942213601336
119.16817531451,119.16817531451,373.35,557.61,79.365,34.248474789204,2.77,38.924222574596,89.215633968546,147.0623284661,39.79,77.026120050193
117.87110673966,117.87110673966,370.58,561.64,78.07,34.507865170214,2.76,38.798193793026,90.124766975608,147.21060480711,38.47,77.650756947235
118.69131186788,118.69131186788,374.24,553.0,78.05,34.033806887678,2.75,38.630155417599,89.382617582088,146.74724124146,38.21,76.354868459341
116.58357543374,116.58357543374,366.37,561.17,78.93,34.37369773176,2.76,38.294078666745,89.289848907898,146.12633406349,37.78,76.354868459341
118.74853548147,118.74853548147,369.51,555.69,77.57,33.792305498462,2.84,39.190283335688,88.093133010847,145.59809959865,37.24,75.226792869161
121.25683721078,121.25683721078,378.56,559.85,77.55,33.586582092834,2.92,39.236960662196,89.326956377574,146.10779952087,36.77,76.051526124316
120.74182468841,120.74182468841,380.09,574.1,79.44,33.684971547699,2.93,40.002468816919,90.644271551072,145.07913240512,37.21,76.802126053166
120.56061657869,120.56061657869,387.83,572.9,80.005,32.691105158515,2.92,39.545031017145,90.10621324077,144.61576883947,39.01,76.533392745306
122.59205486136,122.59205486136,382.72,581.435,81.21,33.374388301079,2.98,40.245190914758,91.943032989733,144.2821470722,39.245,77.441525992557
123.37411091385,123.37411091385,384.61,578.33,80.895,33.338893072894,3.05,40.193845855599,93.000595875499,143.68904170817,38.86,76.524126079518
123.11660465266,123.11660465266,385.655,578.795,79.6,33.542990634959,3.14,40.403893824883,92.52747563713,142.06726922839,38.12,77.256192676791
122.5157567099,122.5157567099,380.16,575.02,79.75,33.374388301079,3.21,40.964021742973,92.768674190024,142.50283098011,37.4,77.802925958299
124.38029278625,124.38029278625,384.8,562.63,78.97,33.108174089691,3.11,40.936015347069,91.748218773934,140.95519667083,37.6,77.775125960934
122.83048658468,122.83048658468,385.37,559.29,80.41,33.330019265848,3.08,41.127392385749,92.314107686493,139.94506409772,36.05,77.654659305687
126.05408348395,126.05408348395,378.59,547.33,79.56,33.596233477237,3.1,41.06671186129,90.750397213525,139.99140045428,37.9,77.441525992557
126.84567680536,126.84567680536,380.14,538.65,78.45,33.498621599727,3.11,41.160066514305,87.365423954395,138.60130975733,38.41,78.368192571383
123.50286404444,123.50286404444,383.66,535.0,78.84,33.44537875745,3.06,41.216079306113,86.749138062108,137.70238443997,37.75,78.395992568748
122.50621944097,122.50621944097,378.995,541.8,79.895,33.409883529265,3.06,40.940683079719,86.63875849931,134.42177039516,36.66,78.1179925951
122.75895706769,122.75895706769,373.37,546.45,79.42,33.285650230617,3.055,40.609274061516,86.63875849931,128.76873489423,36.24,77.395192663615
121.91490876714,121.91490876714,375.43,542.65,76.71,33.001688405135,3.08,40.637280457421,86.997492078403,130.6036546142,37.55,79.962059086966
121.19961359718,121.19961359718,381.83,545.01,75.6,33.046057440367,3.11,40.683957783928,86.785931249707,127.51765326697,37.45,79.656259115953
120.60830292335,120.60830292335,377.17,551.16,75.74,33.383262108126,3.15,40.665418728205,87.981709846682,127.33230784071,35.7,79.517259129129
119.10141443198,119.10141443198,375.14,546.01,76.23,33.738214389977,3.12,39.942395555012,87.466605220293,125.15449908216,33.38,79.591392455435
116.37375551722,116.37375551722,372.995,538.0,76.51,33.427631143357,3.07,39.284259076848,86.65715509311,124.38531556318,33.75,80.008392415907
114.18018366269,114.18018366269,370.56,540.16,75.19,33.294524037663,3.04,39.4881886898,86.482387452013,124.34824647793,33.75,80.888725665792
113.42673941701,113.42673941701,374.28,529.28,74.44,31.945705366628,3.04,39.265720021125,85.286608855038,123.16203574986,32.94,79.609925787011
114.39000357921,114.39000357921,373.89,533.875,74.47,31.945705366628,3.03,39.312067660433,86.454792561314,124.02389198197,32.98,80.925792328945
113.58250002434,113.58250002434,364.75,529.83,75.615,32.167550542785,3.31,39.349145771879,86.776732952807,128.48144948353,33.36,80.879459000004
112.71799621853,112.71799621853,363.55,526.1,75.63,31.794850646841,2.85,38.78370457233,86.509982342713,131.04848363723,33.74,80.295659055343
112.69899613489,112.69899613489,364.47,533.3,75.4,30.153196343278,2.76,38.561235903655,86.390404483015,127.59179143748,32.85,79.869392429083
111.30248998705,111.30248998705,354.53,532.2,74.99,29.381175130251,2.67,38.264611012088,85.093444620142,130.05688560674,31.97,79.424592471246
112.95549726408,112.95549726408,311.78,537.55,75.91,28.946358584983,2.57,37.44889256028,85.029056541843,129.89934199442,31.84,78.748125868702
109.54498224997,109.54498224997,303.91,513.23,78.0,29.425544165482,2.61,38.941286545974,85.792515184528,128.50925129747,32.17,81.287192294688
103.68345644577,103.68345644577,306.75,512.43,76.24,29.141582340001,2.63,38.181185261335,81.662479876513,128.98188213443,32.66,80.453192373744
107.4454730073,107.4454730073,309.66,521.19,75.78,29.656263148686,2.7,39.543805856969,82.389145331598,131.29869996268,34.2,81.111125644711
107.33147250543,107.33147250543,312.39,536.72,77.495,29.904729745982,2.61,43.576050476702,83.400957990577,131.77133079964,35.17,82.13045888142
106.78047007976,106.78047007976,310.32,541.95,77.83,29.949098781213,2.45,43.733632450347,82.379947034698,131.98447803984,34.15,82.019258891961
104.07295816047,104.07295816047,297.25,537.3,77.65,30.011215430537,2.47,43.68728481104,83.603320522373,132.04008166772,33.515,81.824658910407
103.28445468924,103.28445468924,289.44,520.39,76.74,30.073332079861,2.45,42.565671939804,83.097414192883,134.26422678284,33.71,80.286392389555
100.69094327183,100.69094327183,290.74,509.94,76.24,30.108827308046,2.24,43.001339749292,83.520535850275,133.79159594588,33.6,80.332725718496
101.47944674306,101.47944674306,286.95,510.455,75.18,29.886982131889,2.39,42.86229683137,84.155218336361,135.03341030182,34.18,80.406859044802
104.31045920603,104.31045920603,293.27,504.01,74.05,29.665136955732,2.52,42.1578127139,84.054037070464,135.9416028905,33.98,80.972125657887
104.70946096255,104.70946096255,294.74,505.93,76.28,30.437158168759,2.63,42.598115287319,84.201209820861,136.08061196019,34.77,80.25859239219
103.78795690581,103.78795690581,291.41,501.8,76.45,31.280169838156,2.66,42.968896401777,85.387790120936,134.71832307718,34.77,82.760592155023
106.4099684487,106.4099684487,296.93,497.06,76.72,31.803724453887,2.63,43.195999834383,85.553359465133,134.2364249689,35.33,83.41852542599
106.29596794683,106.29596794683,300.46,500.72,77.74,31.58187927773,2.63,43.742901978208,85.737325403129,133.89353593032,34.3,82.797658818176
102.36295063251,102.36295063251,298.42,506.91,78.175,32.123181507553,2.61,44.113683092667,86.795129546607,133.39310327942,35.33,83.835525386462
100.94744440102,100.94744440102,295.29,505.15,76.15,31.803724453887,2.58,42.853027303509,86.473189155114,133.77306140325,32.0,82.102658884056
100.9379443592,100.9379443592,302.19,506.64,76.15,30.925217556305,2.63,42.315394687544,84.992263354244,134.04181227133,31.13,79.980592418542
103.86395724039,103.86395724039,308.52,519.46,77.19,30.463779589898,2.66,42.941087818193,84.835892306947,133.8750013877,32.01,79.368992476516
104.8614616317,104.8614616317,310.35,529.55,78.45,30.916343749258,2.69,43.344312280166,85.783316887628,134.27349405416,32.74,79.600659121223
106.89447058162,106.89447058162,310.3,530.66,78.02,30.978460398582,2.67,43.056956916461,86.188041951219,133.63405233356,32.98,79.582125789647
108.21497639488,108.21497639488,312.04,535.28,79.22,31.138188925416,2.63,43.585320004564,86.693948280709,133.08728332609,32.24,80.425392376379
108.29097672946,108.29097672946,309.09,537.31,80.02,30.703372380148,2.66,43.983909702606,87.420613735794,133.28189602366,32.56,80.286392389555
106.4099684487,106.4099684487,303.03,541.52,80.775,29.931351167121,2.65,44.382499400649,87.181458016399,133.65258687618,32.53,80.536592365838
106.91347066526,106.91347066526,306.285,536.93,80.77,29.665136955732,2.65,44.623507125047,86.307619810917,133.4487069073,32.56,80.091792408001
107.29347233815,107.29347233815,306.54,538.77,80.61,29.780496447334,2.67,44.910862488752,86.66635339001,133.43017236467,32.93,80.304925721132
106.19146748679,106.19146748679,299.9,532.3,81.45,29.487660814806,2.66,44.475194679263,86.362809592316,133.39310327942,33.96,80.04545907906
107.01797112531,107.01797112531,297.73,520.04,79.88,29.114960918862,2.57,44.178569787697,85.746523700029,134.00474318608,33.04,78.914925852891
103.93995757497,103.93995757497,298.88,514.62,78.4,28.174337371956,2.55,44.048796397636,86.16044706052,134.09741589921,33.29,79.637725784376
101.40819642939,101.40819642939,295.06,506.45,76.11,27.641908949179,2.55,42.398820438297,84.302391086758,133.56918143437,32.02,78.053125934582
102.81420261905,102.81420261905,306.07,498.16,74.69,27.269209053235,2.5,41.861187822333,81.607290095114,133.91207047295,30.87,76.876259379472
104.24395891327,104.24395891327,307.32,515.84,76.99,27.508801843485,2.47,43.260886529413,81.368134375719,134.00474318608,31.14,77.784392626723
106.03946681764,106.03946681764,307.36,521.51,77.83,28.014608845123,2.52,43.520433309533,83.354966506078,132.89460111094,32.3,77.663925971475
106.35296819776,106.35296819776,305.84,532.11,77.73,28.564784881993,2.49,43.724362922486,83.676906897571,132.77483474599,32.15,77.682459303052
108.41447727315,108.41447727315,312.5,528.04,76.18,28.369561126974,2.48,43.474085670226,82.78467209829,130.7480193391,32.29,76.894792711049
106.78047007976,106.78047007976,306.64,536.11,76.84,29.114960918862,2.59,44.113683092667,84.035640476664,131.13495682587,34.11,77.432259326768
109.25048095349,109.25048095349,312.63,530.73,76.52,28.999601427261,2.58,44.211013135212,85.18542758914,130.63746577145,32.88,78.053125934582
109.71598300277,109.71598300277,316.93,528.08,76.36,29.8349447067,2.66,44.883053905167,88.58879744207,129.78988841947,33.31,77.951192610911
110.13398484294,110.13398484294,316.5,542.58,75.24,29.096325385933,2.69,45.272374075349,87.990908143582,129.51350450035,32.75,78.544259221361
108.89897940607,108.89897940607,326.31,536.97,74.88,29.579945179292,2.74,44.567889957878,87.843735393185,129.76225002756,34.25,78.711059205549
109.31698124624,109.31698124624,326.0,538.59,75.46,29.245807867516,2.68,44.920132016613,87.485001814093,128.17764889127,33.94,79.614089386086
112.98399738955,112.98399738955,338.64,539.65,75.1,28.964429078653,2.67,45.068444462397,88.10128770638,128.56458637804,35.47,79.448226699865
113.0504976823,113.0504976823,333.57,549.08,77.7,29.3952903491,2.79,44.317612705619,89.04871228706,128.77648071603,36.1,80.664553065486
111.72049182722,111.72049182722,335.04,547.73,77.62,28.19943049643,2.84,44.26199553845,88.506012769972,129.67012205452,36.09,78.305617083676
112.69424611398,112.69424611398,335.64,549.23,75.63,28.340119890862,2.83,44.002448758329,88.442188510222,129.67012205452,38.0,78.277973302639
110.64698710133,110.64698710133,332.63,547.48,74.01,28.304947542254,2.83,44.113683092667,88.5971902839,129.79910121678,38.36,78.692630018192
110.49498643217,110.49498643217,330.54,545.89,73.75,28.252189019342,2.77,44.475194679263,88.150420465652,132.42474844843,36.31,78.001535492271
108.93697957336,108.93697957336,326.54,543.76,73.6,28.252189019342,2.69,45.142600685288,88.113949460081,132.68270677295,36.45,77.937033336518
109.69698291912,109.69698291912,324.93,547.2,73.33,28.269775193646,2.63,44.697663347938,88.041007448938,134.07383916586,35.2,78.314831677355
108.29097672946,108.29097672946,323.05,544.51,74.34,28.37529223947,2.65,45.179678796734,87.904241178046,133.69611447639,35.91,77.209080435881
